3,Two people laugh.	#nn
25,Partially obscured by black duffel bags, a young man wearing a black shirt and tan shorts is asleep in the back of a vehicle.	Pv>aun_daGvdan+anvu>dn>dn
25,A man in a purple shirt is doing a dance move that is very low to the floor, the audience looks on with enjoyment.	dG>danvvdandvAa>dn_dnv>>u
25,A lady brings a drink to a seated couple comprised of a woman wearing a long white dress and a man in a dark suit.	dnudn>dvnv>dGvdaan+dG>dan
25,A blond-haired man with glasses and a blank tank top is sitting next to another man with glasses and headphones while sitting on a train.	dvG>u+duunvvn>nG>u+u>v>dn
25,In the pouring rain, a marathon runner smiles big as he approaches groups of bystanders, as the pace car drives along behind him.	>dvn_dnuuadpun>u_ddununnp
25,A woman is sitting at a desk on her computer, and other people are behind her with laptops in front of them as well.	dGvv>dn>pn_+anvnp>n>n>pdn
25,A smiling blond girl with a red striped shirt is sitting in a chair at a table with a white porcelain bowl on her head.	dvaG>davnvv>dn>dn>daun>pn
25,A man wearing a pink shirt with stripes on it is taking a picture while a man wearing an orange shirt is looking at him.	dGvdan>u>rvvdn>dGvdanvv>p
25,The man sitting seems to be reading while waiting for the bus while the people in the background seem to blend in with the landscape.	dGvv>vv>vndn>dn>dnv>u>>dn
25,Skateboarding wearing black pants, a white shirt, and a blue hat performing a skateboarding trick while three spectators look on in the background.	vvau_dan_+danvdvn>#uv>>dn
25,As the camera looks out from a car window, men put out a fire in a pickup truck by the side of the road.	ddnvn>dnn_Gundn>dua>dn>dn
25,A man in an orange shirt is holding an object and speaking to a girl in a blue shirt who is looking back at him.	dG>danvvdn+v>dG>danqvvn>p
25,The man sitting seems to be reading while waiting for the bus while the people in the background seem to blend in with the landscape.	dGvv>vv>vndn>dn>dnv>u>>dn
25,A teenage boy in a white shirt is speaking to a group of teenagers who are sitting at picnic tables in front of a park.	dnG>danvv>dn>uqvv>au>n>dn
25,A teenage boy in a white shirt is speaking to a group of teenagers who are sitting at picnic tables in front of a park.	dnG>danvv>dn>uqvv>au>n>dn
25,A man in a tee and jeans helps a boy in a cap, tee, and jeans across a stepping stone path in water.	dG>dn+nudG>dn_n_+n>dvun>n
25,Two men of southeast Asian descent are sitting Indian style on a bamboo floor, playing chess while two young boys watch in the foreground.	#G>unuvvPu>dnn_vn>#aGu>dn
25,A smiling blond girl with a red striped shirt is sitting in a chair at a table with a white porcelain bowl on her head.	dvaG>davnvv>dn>dn>daun>pn
25,A woman is sitting at a desk on her computer, and other people are behind her with laptops in front of them as well.	dGvv>dn>pn_+anvnp>n>n>pdn
25,An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow.	dnG>dan+dnG>dunvvn_uvvA>u
25,The man sitting seems to be reading while waiting for the bus while the people in the background seem to blend in with the landscape.	dGvv>vv>vndn>dn>dnv>u>>dn
25,A blond woman wearing a gray tank top takes a photo of herself and a young blond boy while they are seated on a bed.	daGvdaunudn>u+daaG>pvv>dn
25,A teenage boy in a white shirt is speaking to a group of teenagers who are sitting at picnic tables in front of a park.	dnG>danvv>dn>uqvv>au>n>dn
26,A young asian man and woman stand open-mouthed in front of microphones, they are dressed in rockabilly style and the man has a blue guitar	danG+Gnv>n>u_pvv>Au+dGudan
26,A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with pink hair.	dn>nu>dnudn>nv#Gvdvn+dG>an
26,A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him.	dvG>an+u_v>a_vv>dn>dnn>n>p
26,A man wearing a red boxing uniform throws a punch with his right hand as a man wearing blue boxing gloves and headgear blocks the punch.	dGvdavnudn>pnuddGvavu+uudn
26,There are five white individuals on a stage in a line, the outer four are looking inward toward the middle individual who has a beard.	Ev#au>dn>dn_du#vvnndnuqudn
26,A man with a green t-shirt and beard is carrying a backpack while standing next to a woman wearing a white sleeveless blouse and a purse.	dG>dan+nvvdn>vn>dGvdauu+dn
26,There are five white individuals on a stage in a line, the outer four are looking inward toward the middle individual who has a beard.	Ev#au>dn>dn_du#vvnndnuqudn
26,A man in a hooded sweatshirt and a black hat with the words 'probuilt' stitched across is using a handsaw on wood for a construction project.	dG>dvn+dan>dnCv>vvdn>andnu
26,A man wearing a red boxing uniform throws a punch with his right hand as a man wearing blue boxing gloves and headgear blocks the punch.	dGvdavnudn>pnuddGvavu+uudn
26,A young man with his back to the camera is being watched by youths sitting at two picnic tables before a backdrop of grass and trees.	daG>pn>dnvvv>uv>#auudn>n+u
26,A young man with his back to the camera is being watched by youths sitting at two picnic tables before a backdrop of grass and trees.	daG>pn>dnvvv>uv>#auudn>n+u
26,A woman in an American military uniform sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper.	dG>dnunn>dn+udnuu+u>dnu>an
26,A guy in a white shirt, sunglasses and black pants is riding his skateboard on a street with a lot of trees in the background.	dn>dan_n+auvvpn>dn>dn>u>dn
26,A young man with his back to the camera is being watched by youths sitting at two picnic tables before a backdrop of grass and trees.	daG>pn>dnvvv>uv>#auudn>n+u
26,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles	dG>dan+n+dG>dan+nvv>dn>#nu
27,On wooden steps leading to a porch, a blond woman in denim shorts sits next to another person whose face is obscured by a baseball cap.	>anv>dn_daG>unnn>nauavv>dan
27,A young girl wearing a red shirt and cap smiling and holding a small toy is standing in front of a group of children playing behind her.	daGvdan+nv+vdanvv>n>dn>nvnp
27,A marathon runner wearing a numbered bib is running up a two lane street, trailed by a car and motorcycles as spectators holding umbrellas look on.	dnuvdvuvv>d#un_v>dn+uduvnv>
27,Several people, including a man in a pink and black striped shirt who is taking a picture of something off-camera, are in a city park.	nn_vdG>da+avnqvvdn>vu_v>dnn
27,A woman and a man with tattoos on the upper area of both of his arms having fun on the sidewalk with a few streamers around them.	dG+dG>u>dun>N>puvn>dn>daunp
28,Two women, one wearing blue clothing and the other wearing an orange skirt and white shirt, are standing in high grass as one holds a camera.	#G_#vav+davdan+an_vv>nnd#udn
28,Two women, one in a blue uniform, the other in a white one, are competing in a martial arts match as a referee looks on.	#G_#>dan_da>da#_vv>duundduv>
28,A little girl in a white dress walking along side a small stream while touching her foot to a rock and holding her hair out of her face.	daG>danvnndan>vpu>da+vpnn>pa
28,A young woman with a surprised look on her face, sits on a chair along the sidewalk and knits an item from a white ball of yarn.	daG>dvv>pa_n>dnndn+udu>dan>u
29,A boy in a red plaid button-up shirt playing a guitar, with another boy playing an orange bass behind him, and another person playing a drum set.	dG>dauunvdn_>nGvdaunp_+navdnu
29,A boy in a red plaid button-up shirt playing a guitar, with another boy playing an orange bass behind him, and another person playing a drum set.	dG>dauunvdn_>nGvdaunp_+navdnu
29,Four guys including one with a black backpack, one drinking coffee, one in a red shirt and one with a gray shirt are watching Elmo on tv.	#nv#>dan_#va_#>dan+#>danvvP>n
29,A boy in a red plaid button-up shirt playing a guitar, with another boy playing an orange bass behind him, and another person playing a drum set.	dG>dauunvdn_>nGvdaunp_+navdnu
29,A woman in a US military uniform is writing on a large piece of white paper with a black magic marker while others are sitting at tables around her.	dG>duunvv>dnn>an>dauu>nvv>unp
29,Children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play.	n>uv>n_+n_#uv+vpn+#uvv>dnvdnu
30,A man in black and white garb and wearing a black hat and white gloves is sitting on an amp playing a tuba with flames coming out of the opening.	dG>a+au+vdan+auvv>duvdn>nvn>dv
30,One man wearing glasses sits in front of an Apple computer and drinks from a cup while another man wearing a cap and glasses stands in front of a microphone.	#Gvun>n>dnn+n>dn>nGvdn+un>n>dn
31,A female dressed in black is holding a walking stick in the far right of an image taken inside a building while 4 males watch her and read from a script.	dGv>avvdvu>dun>duundv>uuup+u>du
31,A man in an orange shirt standing on the grass just off the path while a woman in a blue shirt looks back at him from farther up the cement path.	dG>danv>dnundn>dG>danvn>p>u>dan
32,A young female food preparer under a green, yellow, and white umbrella prepares a fancy meal, with a flambe dish in front of her and a crowd behind her.	daGnu>da_a_+anudua_>dun>n>p+dnnp
32,A man in green and white skin tight clothes, and a red and white bicycle helmet is riding a bicycle in front of some yellow fencing and orange and black cones.	dG>a+auuu_+da+annvvdn>n>dav+a+an
32,A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building while another person is lying down a few steps higher.	davda+an>danvvn>dn>dnv>navvndanu
32,A girl with frizzy red-hair under an army cap and thick white rimmed glasses smiles as she paints a very colorful abstract painting on the beach while surrounded by other beach goers.	dG>uu>dnn+uavuudpndAauv>dn>v>anu
32,A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building while another person is lying down a few steps higher.	davda+an>danvvn>dn>dnv>navvndanu
33,Four boys, one on a skateboard, one on a scooter, and two standing, are at a skate park on a ramp with a scary looking face graffiti on it.	#G_#>dn_#>dn_+#v_v>dan>dn>duvau>r
33,An older man wearing a bowler hat and white gloves is playing a tuba with fire blowing out of the top while sitting on a box amplifier in front of a cement wall.	dnGvdun+auvvdn>nvn>dn>v>dnu>n>dan
33,A group of people gathered around two woman, one of the woman is wearing a green dress with yellow shaped on it, the other woman is wearing pink and black shirt.	dn>nvn#G_#>dGvvdan>av>r_daGvva+an
33,Four boys, one on a skateboard, one on a scooter, and two standing, are at a skate park on a ramp with a scary looking face graffiti on it.	#G_#>dn_#>dn_+#v_v>dan>dn>duvau>r
34,The lady with the red-hair, blue, orange, and maroon jacket is getting photographed by a woman wearing a blue sweater in front of a clothing store, judging by that mannequin.	dn>du_a_a_+unvvv>dGvdan>n>dvn_v>du
36,One male wearing a blue jacket is singing, while another male wearing a white shirt is playing a tambourine and singing, and a third male also wearing a white shirt is playing a keyboard.	#Gvdanvv_>nGvdanvvdu+v_+duGtvdanvvdn
36,Two Middle Eastern men are in a kitchen while one is shirtless with a chest full of hair and a mustache is preparing fish and the other in a white shirt is peering at the camera.	#nnGv>dn>#vu>duu>n+duvvn+da>danvv>dn
37,Two asian band members, a female vocalist with reddish hair and a black leather vest, and a male guitarist with a old west-style black, red, and white shirt and a red scarf perform.	#nnu_dGn>an+daan_+dGu>dnua_a_+an+danu
37,A man in a smart fedora hat, black shirt, and blue jeans, carrying a manila folder, strides to the left against a black wall with a large white arrow pointing the other way.	dG>duun_an_+an_vduu_u>dundan>dnauvdan
38,Two young men, one standing before a microphone and one sitting and drinking from a cup, are on stage, along with two paintings, a white screen, a lamp, and an Apple laptop.	#aG_#vudn+#v+v>dn_v>n_n>#v_dan_du_+dnn
